order_id,customer_id,product_id,order_date,quantity,discount_pct,sales_amount,cost_amount,profit,order_status,month,month_name,year
O00562,C0148,P035,2025-01-28,6,0.05,964.1,612.12,351.98,Delivered,1,January,2025
O00563,C0161,P037,2025-08-23,3,0.0,1416.06,1019.94,396.12,Delivered,8,August,2025
O00564,C0202,P001,2025-11-09,2,0.1,425.05,287.98,137.07,Delivered,11,November,2025
O00565,C0242,P003,2025-01-26,12,0.25,1294.2,1253.88,40.32,Delivered,1,January,2025
O00566,C0002,P047,2025-02-23,2,0.1,604.24,494.6,109.64,Cancelled,2,February,2025
O00567,C0225,P024,2025-01-29,14,0.0,6047.86,4873.4,1174.46,Delivered,1,January,2025
O00568,C0289,P027,2025-12-19,13,0.1,3736.04,2600.39,1135.65,Delivered,12,December,2025
O00569,C0233,P040,2025-06-13,9,0.05,929.13,759.6,169.53,Delivered,6,June,2025
O00570,C0077,P036,2025-09-27,11,0.2,574.82,585.86,-11.04,Cancelled,9,September,2025
O00571,C0116,P034,2025-11-30,5,0.1,2319.7,2118.95,200.75,Delivered,11,November,2025
O00572,C0154,P029,2025-02-04,7,0.0,4386.83,2940.35,1446.48,Delivered,2,February,2025
O00573,C0103,P024,2025-10-13,12,0.0,5183.88,4177.2,1006.68,Delivered,10,October,2025
O00574,C0194,P024,2025-12-14,5,0.15,1835.96,1740.5,95.46,Delivered,12,December,2025
O00575,C0166,P042,2025-09-30,7,0.05,1164.48,774.83,389.65,Delivered,9,September,2025
O00576,C0090,P004,2025-07-27,13,0.15,2564.37,2113.28,451.09,Delivered,7,July,2025
O00577,C0174,P003,2025-08-26,4,0.0,575.2,417.96,157.24,Delivered,8,August,2025
O00578,C0122,P034,2025-04-03,8,0.05,3917.72,3390.32,527.4,Delivered,4,April,2025
O00579,C0143,P049,2025-06-22,13,0.1,7889.54,5171.53,2718.01,Delivered,6,June,2025
O00580,C0106,P023,2025-03-20,11,0.2,4494.25,3461.04,1033.21,Delivered,3,March,2025
O00581,C0123,P023,2025-04-20,14,0.2,5719.95,4404.96,1314.99,Delivered,4,April,2025
O00582,C0009,P045,2025-08-05,10,0.0,5477.4,3711.9,1765.5,Delivered,8,August,2025
O00583,C0262,P005,2025-12-24,13,0.05,3382.66,2675.53,707.13,Delivered,12,December,2025
O00584,C0073,P031,2025-04-16,11,0.0,8022.52,4786.54,3235.98,Delivered,4,April,2025
O00585,C0223,P041,2025-02-16,10,0.1,5172.66,3629.9,1542.76,Delivered,2,February,2025
O00586,C0041,P006,2025-06-30,7,0.1,2424.37,1685.11,739.26,Delivered,6,June,2025
O00587,C0204,P037,2025-03-05,10,0.2,3776.16,3399.8,376.36,Delivered,3,March,2025
O00588,C0264,P010,2025-09-03,15,0.2,2445.96,2215.05,230.91,Returned,9,September,2025
O00589,C0178,P040,2025-09-01,5,0.05,516.18,422.0,94.18,Delivered,9,September,2025
O00590,C0084,P007,2025-11-16,11,0.1,1839.82,1408.22,431.6,Delivered,11,November,2025
O00591,C0111,P039,2025-03-28,6,0.2,2278.22,2296.68,-18.46,Delivered,3,March,2025
O00592,C0251,P038,2025-08-05,5,0.15,1862.69,1345.75,516.94,Delivered,8,August,2025
O00593,C0007,P021,2025-01-07,7,0.0,3799.25,2584.4,1214.85,Delivered,1,January,2025
O00594,C0084,P020,2025-10-05,12,0.05,2810.9,1944.0,866.9,Delivered,10,October,2025
O00595,C0208,P003,2025-12-03,2,0.1,258.84,208.98,49.86,Cancelled,12,December,2025
O00596,C0022,P022,2025-07-29,5,0.0,1123.25,666.1,457.15,Delivered,7,July,2025
O00597,C0003,P047,2025-06-18,15,0.0,5035.35,3709.5,1325.85,Cancelled,6,June,2025
O00598,C0127,P004,2025-11-26,10,0.0,2320.7,1625.6,695.1,Delivered,11,November,2025
O00599,C0297,P028,2025-05-18,15,0.1,2737.12,2599.05,138.07,Delivered,5,May,2025
O00600,C0188,P012,2025-11-02,3,0.05,437.39,271.8,165.59,Delivered,11,November,2025
O00601,C0014,P038,2025-08-18,9,0.0,3944.52,2422.35,1522.17,Delivered,8,August,2025
O00602,C0012,P036,2025-11-04,13,0.0,849.16,692.38,156.78,Delivered,11,November,2025
O00603,C0087,P047,2025-06-10,6,0.15,1712.02,1483.8,228.22,Delivered,6,June,2025
O00604,C0012,P041,2025-01-01,13,0.2,5977.3,4718.87,1258.43,Delivered,1,January,2025
O00605,C0025,P005,2025-08-24,10,0.1,2465.1,2058.1,407.0,Returned,8,August,2025
O00606,C0243,P013,2025-07-07,3,0.1,944.6,688.44,256.16,Delivered,7,July,2025
O00607,C0122,P023,2025-01-04,7,0.25,2681.23,2202.48,478.75,Delivered,1,January,2025
O00608,C0147,P050,2025-05-12,4,0.0,1150.76,767.16,383.6,Delivered,5,May,2025
O00609,C0055,P030,2025-08-06,14,0.0,8506.96,5292.14,3214.82,Delivered,8,August,2025
O00610,C0238,P037,2025-09-17,3,0.05,1345.26,1019.94,325.32,Delivered,9,September,2025
O00611,C0173,P025,2025-01-01,8,0.0,2975.2,2225.2,750.0,Delivered,1,January,2025
O00612,C0221,P048,2025-03-12,13,0.05,2759.85,2307.5,452.35,Delivered,3,March,2025
O00613,C0119,P027,2025-06-27,4,0.2,1021.82,800.12,221.7,Delivered,6,June,2025
O00614,C0183,P014,2025-07-08,11,0.1,3036.13,2764.85,271.28,Delivered,7,July,2025
O00615,C0288,P048,2025-10-18,1,0.1,201.12,177.5,23.62,Delivered,10,October,2025
O00616,C0300,P047,2025-01-08,6,0.2,1611.31,1483.8,127.51,Delivered,1,January,2025
O00617,C0082,P036,2025-09-10,10,0.0,653.2,532.6,120.6,Delivered,9,September,2025
O00618,C0211,P039,2025-10-19,11,0.0,5220.93,4210.58,1010.35,Delivered,10,October,2025
O00619,C0150,P016,2025-09-01,11,0.1,2539.94,1848.66,691.28,Delivered,9,September,2025
O00620,C0037,P022,2025-05-03,1,0.1,202.18,133.22,68.96,Delivered,5,May,2025
O00621,C0059,P021,2025-10-26,5,0.0,2713.75,1846.0,867.75,Delivered,10,October,2025
O00622,C0131,P021,2025-10-10,7,0.1,3419.32,2584.4,834.92,Delivered,10,October,2025
O00623,C0202,P008,2025-02-01,15,0.1,1284.8,1107.15,177.65,Delivered,2,February,2025
O00624,C0243,P049,2025-11-30,6,0.15,3439.03,2386.86,1052.17,Delivered,11,November,2025
O00625,C0035,P016,2025-05-26,14,0.1,3232.66,2352.84,879.82,Returned,5,May,2025
O00626,C0093,P031,2025-06-05,2,0.05,1385.71,870.28,515.43,Delivered,6,June,2025
O00627,C0207,P042,2025-01-16,11,0.0,1926.21,1217.59,708.62,Delivered,1,January,2025
O00628,C0213,P010,2025-12-21,4,0.1,733.79,590.68,143.11,Delivered,12,December,2025
O00629,C0159,P032,2025-02-16,11,0.0,1160.28,856.13,304.15,Delivered,2,February,2025
O00630,C0024,P034,2025-09-08,15,0.2,6185.88,6356.85,-170.97,Delivered,9,September,2025
O00631,C0293,P009,2025-07-06,2,0.1,865.35,569.02,296.33,Delivered,7,July,2025
O00632,C0004,P017,2025-01-31,11,0.05,1159.43,903.43,256.0,Delivered,1,January,2025
O00633,C0220,P011,2025-09-17,1,0.15,341.32,272.03,69.29,Cancelled,9,September,2025
O00634,C0020,P032,2025-01-17,15,0.1,1423.98,1167.45,256.53,Delivered,1,January,2025
O00635,C0152,P010,2025-02-08,3,0.05,580.92,443.01,137.91,Delivered,2,February,2025
O00636,C0050,P022,2025-10-31,3,0.15,572.86,399.66,173.2,Delivered,10,October,2025
O00637,C0177,P017,2025-02-08,15,0.2,1331.4,1231.95,99.45,Delivered,2,February,2025
O00638,C0096,P004,2025-05-12,12,0.15,2367.11,1950.72,416.39,Delivered,5,May,2025
O00639,C0105,P048,2025-01-30,7,0.0,1564.29,1242.5,321.79,Cancelled,1,January,2025
O00640,C0250,P047,2025-06-07,1,0.1,302.12,247.3,54.82,Delivered,6,June,2025
O00641,C0117,P025,2025-10-05,9,0.15,2845.04,2503.35,341.69,Delivered,10,October,2025
O00642,C0228,P021,2025-07-22,11,0.0,5970.25,4061.2,1909.05,Delivered,7,July,2025
O00643,C0066,P037,2025-03-07,6,0.0,2832.12,2039.88,792.24,Cancelled,3,March,2025
O00644,C0262,P038,2025-04-18,4,0.2,1402.5,1076.6,325.9,Delivered,4,April,2025
O00645,C0295,P049,2025-09-25,3,0.0,2022.96,1193.43,829.53,Delivered,9,September,2025
O00646,C0243,P001,2025-08-10,15,0.15,3010.78,2159.85,850.93,Delivered,8,August,2025
O00647,C0186,P025,2025-10-19,3,0.1,1004.13,834.45,169.68,Delivered,10,October,2025
O00648,C0246,P036,2025-01-18,2,0.1,117.58,106.52,11.06,Delivered,1,January,2025
O00649,C0125,P017,2025-03-31,2,0.0,221.9,164.26,57.64,Delivered,3,March,2025
O00650,C0268,P041,2025-06-30,14,0.15,6839.41,5081.86,1757.55,Delivered,6,June,2025
O00651,C0131,P024,2025-09-12,12,0.05,4924.69,4177.2,747.49,Delivered,9,September,2025
O00652,C0237,P002,2025-09-10,13,0.1,5821.8,4576.39,1245.41,Delivered,9,September,2025
O00653,C0018,P040,2025-09-14,10,0.15,923.7,844.0,79.7,Delivered,9,September,2025
O00654,C0040,P015,2025-12-12,5,0.15,342.55,235.15,107.4,Delivered,12,December,2025
O00655,C0021,P032,2025-03-28,9,0.25,711.99,700.47,11.52,Delivered,3,March,2025
O00656,C0225,P039,2025-03-31,2,0.1,854.33,765.56,88.77,Delivered,3,March,2025
O00657,C0282,P006,2025-08-25,2,0.05,731.16,481.46,249.7,Delivered,8,August,2025
O00658,C0008,P001,2025-03-11,12,0.25,2125.26,1727.88,397.38,Delivered,3,March,2025
O00659,C0100,P047,2025-02-13,6,0.1,1812.73,1483.8,328.93,Delivered,2,February,2025
O00660,C0240,P023,2025-07-19,13,0.05,6307.27,4090.32,2216.95,Delivered,7,July,2025
O00661,C0087,P039,2025-06-01,15,0.0,7119.45,5741.7,1377.75,Delivered,6,June,2025
O00662,C0298,P017,2025-03-27,10,0.15,943.08,821.3,121.78,Delivered,3,March,2025
O00663,C0014,P034,2025-01-19,2,0.05,979.43,847.58,131.85,Delivered,1,January,2025
O00664,C0002,P041,2025-04-11,12,0.15,5862.35,4355.88,1506.47,Delivered,4,April,2025
O00665,C0293,P029,2025-04-05,4,0.1,2256.08,1680.2,575.88,Delivered,4,April,2025
O00666,C0041,P009,2025-09-11,6,0.0,2884.5,1707.06,1177.44,Delivered,9,September,2025
O00667,C0111,P013,2025-12-23,5,0.1,1574.32,1147.4,426.92,Delivered,12,December,2025
O00668,C0014,P006,2025-01-30,1,0.0,384.82,240.73,144.09,Delivered,1,January,2025
O00669,C0231,P006,2025-09-06,15,0.1,5195.07,3610.95,1584.12,Delivered,9,September,2025
O00670,C0084,P020,2025-02-02,6,0.1,1331.48,972.0,359.48,Delivered,2,February,2025
O00671,C0130,P003,2025-08-17,1,0.1,129.42,104.49,24.93,Delivered,8,August,2025
O00672,C0231,P017,2025-01-12,3,0.15,282.92,246.39,36.53,Delivered,1,January,2025
O00673,C0145,P049,2025-04-28,10,0.15,5731.72,3978.1,1753.62,Delivered,4,April,2025
O00674,C0028,P012,2025-12-16,5,0.15,652.25,453.0,199.25,Delivered,12,December,2025
O00675,C0066,P048,2025-06-04,14,0.0,3128.58,2485.0,643.58,Delivered,6,June,2025
O00676,C0163,P047,2025-09-03,10,0.0,3356.9,2473.0,883.9,Delivered,9,September,2025
O00677,C0229,P045,2025-11-28,13,0.1,6408.56,4825.47,1583.09,Delivered,11,November,2025
O00678,C0261,P001,2025-09-04,5,0.2,944.56,719.95,224.61,Delivered,9,September,2025
O00679,C0164,P017,2025-01-29,13,0.15,1226.0,1067.69,158.31,Delivered,1,January,2025
O00680,C0287,P003,2025-06-10,10,0.15,1222.3,1044.9,177.4,Delivered,6,June,2025
O00681,C0010,P026,2025-08-23,6,0.05,1669.19,1352.52,316.67,Delivered,8,August,2025
O00682,C0195,P015,2025-07-09,15,0.1,1088.1,705.45,382.65,Delivered,7,July,2025
O00683,C0118,P036,2025-04-27,12,0.1,705.46,639.12,66.34,Cancelled,4,April,2025
O00684,C0270,P032,2025-09-28,10,0.0,1054.8,778.3,276.5,Delivered,9,September,2025
O00685,C0080,P032,2025-09-15,8,0.0,843.84,622.64,221.2,Delivered,9,September,2025
O00686,C0093,P004,2025-06-29,5,0.2,928.28,812.8,115.48,Delivered,6,June,2025
O00687,C0266,P018,2025-06-21,14,0.0,896.84,727.02,169.82,Delivered,6,June,2025
O00688,C0257,P049,2025-10-01,15,0.0,10114.8,5967.15,4147.65,Delivered,10,October,2025
O00689,C0133,P019,2025-09-16,11,0.0,7974.34,4903.03,3071.31,Delivered,9,September,2025
O00690,C0276,P043,2025-05-15,1,0.2,116.08,94.55,21.53,Delivered,5,May,2025
O00691,C0264,P035,2025-06-20,5,0.1,761.13,510.1,251.03,Delivered,6,June,2025
O00692,C0171,P040,2025-07-29,3,0.15,277.11,253.2,23.91,Delivered,7,July,2025
O00693,C0001,P014,2025-08-24,4,0.2,981.38,1005.4,-24.02,Returned,8,August,2025
O00694,C0064,P033,2025-07-05,15,0.05,7856.6,5034.3,2822.3,Delivered,7,July,2025
O00695,C0284,P014,2025-12-30,15,0.1,4140.18,3770.25,369.93,Cancelled,12,December,2025
O00696,C0121,P034,2025-04-05,13,0.0,6701.37,5509.27,1192.1,Cancelled,4,April,2025
O00697,C0107,P004,2025-01-11,8,0.0,1856.56,1300.48,556.08,Delivered,1,January,2025
O00698,C0175,P024,2025-03-09,7,0.15,2570.34,2436.7,133.64,Delivered,3,March,2025
O00699,C0204,P029,2025-07-29,11,0.15,5859.55,4620.55,1239.0,Delivered,7,July,2025
O00700,C0165,P019,2025-07-15,5,0.05,3443.46,2228.65,1214.81,Delivered,7,July,2025
O00701,C0120,P006,2025-04-08,2,0.05,731.16,481.46,249.7,Delivered,4,April,2025
O00702,C0044,P033,2025-04-03,6,0.1,2977.24,2013.72,963.52,Delivered,4,April,2025
O00703,C0156,P049,2025-01-22,11,0.0,7417.52,4375.91,3041.61,Delivered,1,January,2025
O00704,C0207,P040,2025-06-21,6,0.0,652.02,506.4,145.62,Delivered,6,June,2025
O00705,C0108,P019,2025-05-14,10,0.0,7249.4,4457.3,2792.1,Delivered,5,May,2025
O00706,C0251,P001,2025-01-25,10,0.05,2243.33,1439.9,803.43,Delivered,1,January,2025
O00707,C0130,P005,2025-07-04,14,0.15,3259.41,2881.34,378.07,Delivered,7,July,2025
O00708,C0293,P027,2025-03-26,11,0.05,3336.89,2200.33,1136.56,Delivered,3,March,2025
O00709,C0020,P016,2025-02-24,6,0.0,1539.36,1008.36,531.0,Delivered,2,February,2025
O00710,C0282,P006,2025-09-08,14,0.1,4848.73,3370.22,1478.51,Delivered,9,September,2025
O00711,C0285,P040,2025-05-24,9,0.2,782.42,759.6,22.82,Delivered,5,May,2025
O00712,C0001,P013,2025-12-17,11,0.0,3848.35,2524.28,1324.07,Delivered,12,December,2025
O00713,C0119,P048,2025-06-16,8,0.0,1787.76,1420.0,367.76,Delivered,6,June,2025
O00714,C0035,P035,2025-08-12,8,0.05,1285.46,816.16,469.3,Delivered,8,August,2025
O00715,C0198,P019,2025-08-08,1,0.15,616.2,445.73,170.47,Delivered,8,August,2025
O00716,C0245,P012,2025-06-28,5,0.1,690.62,453.0,237.62,Delivered,6,June,2025
O00717,C0059,P016,2025-04-29,7,0.15,1526.53,1176.42,350.11,Delivered,4,April,2025
O00718,C0161,P043,2025-09-22,6,0.25,652.95,567.3,85.65,Delivered,9,September,2025
O00719,C0179,P010,2025-05-30,5,0.15,866.28,738.35,127.93,Delivered,5,May,2025
O00720,C0206,P025,2025-08-03,8,0.1,2677.68,2225.2,452.48,Delivered,8,August,2025
O00721,C0012,P020,2025-07-16,3,0.1,665.74,486.0,179.74,Delivered,7,July,2025
O00722,C0276,P031,2025-02-11,6,0.0,4375.92,2610.84,1765.08,Delivered,2,February,2025
O00723,C0181,P004,2025-02-22,15,0.25,2610.79,2438.4,172.39,Delivered,2,February,2025
O00724,C0242,P044,2025-11-26,5,0.05,705.42,474.05,231.37,Returned,11,November,2025
O00725,C0216,P023,2025-09-08,8,0.0,4085.68,2517.12,1568.56,Delivered,9,September,2025
O00726,C0251,P002,2025-10-22,4,0.15,1691.81,1408.12,283.69,Delivered,10,October,2025
O00727,C0299,P022,2025-09-28,8,0.05,1707.34,1065.76,641.58,Delivered,9,September,2025
O00728,C0126,P037,2025-05-03,10,0.1,4248.18,3399.8,848.38,Delivered,5,May,2025
O00729,C0217,P008,2025-12-05,14,0.1,1199.14,1033.34,165.8,Delivered,12,December,2025
O00730,C0285,P007,2025-09-23,15,0.1,2508.84,1920.3,588.54,Delivered,9,September,2025
O00731,C0185,P014,2025-12-14,2,0.15,521.36,502.7,18.66,Delivered,12,December,2025
O00732,C0039,P003,2025-01-29,9,0.05,1229.49,940.41,289.08,Delivered,1,January,2025
O00733,C0223,P050,2025-02-04,13,0.1,3365.97,2493.27,872.7,Delivered,2,February,2025
O00734,C0184,P016,2025-01-06,9,0.1,2078.14,1512.54,565.6,Delivered,1,January,2025
O00735,C0178,P019,2025-04-21,15,0.15,9242.98,6685.95,2557.03,Delivered,4,April,2025
O00736,C0294,P018,2025-10-21,14,0.15,762.31,727.02,35.29,Delivered,10,October,2025
O00737,C0151,P016,2025-03-18,10,0.05,2437.32,1680.6,756.72,Delivered,3,March,2025
O00738,C0126,P008,2025-12-15,10,0.1,856.53,738.1,118.43,Returned,12,December,2025
O00739,C0234,P033,2025-05-27,13,0.0,7167.42,4363.06,2804.36,Delivered,5,May,2025
O00740,C0008,P049,2025-03-08,6,0.2,3236.74,2386.86,849.88,Delivered,3,March,2025
O00741,C0129,P012,2025-01-08,4,0.05,583.19,362.4,220.79,Delivered,1,January,2025
O00742,C0264,P011,2025-05-02,4,0.15,1365.27,1088.12,277.15,Delivered,5,May,2025
O00743,C0157,P005,2025-12-06,13,0.0,3560.7,2675.53,885.17,Delivered,12,December,2025
O00744,C0005,P027,2025-06-24,6,0.0,1915.92,1200.18,715.74,Cancelled,6,June,2025
O00745,C0086,P012,2025-06-28,5,0.1,690.62,453.0,237.62,Delivered,6,June,2025
O00746,C0175,P017,2025-03-26,6,0.2,532.56,492.78,39.78,Delivered,3,March,2025
O00747,C0290,P006,2025-02-14,7,0.1,2424.37,1685.11,739.26,Delivered,2,February,2025
O00748,C0193,P033,2025-05-16,7,0.2,3087.5,2349.34,738.16,Delivered,5,May,2025
O00749,C0119,P005,2025-12-09,9,0.1,2218.59,1852.29,366.3,Delivered,12,December,2025
O00750,C0218,P028,2025-01-16,8,0.1,1459.8,1386.16,73.64,Delivered,1,January,2025
O00751,C0114,P014,2025-11-29,13,0.0,3986.84,3267.55,719.29,Cancelled,11,November,2025
O00752,C0145,P005,2025-07-14,6,0.15,1396.89,1234.86,162.03,Delivered,7,July,2025
O00753,C0026,P033,2025-01-09,12,0.0,6616.08,4027.44,2588.64,Delivered,1,January,2025
O00754,C0136,P050,2025-11-12,6,0.2,1380.91,1150.74,230.17,Delivered,11,November,2025
O00755,C0232,P048,2025-11-30,15,0.2,2681.64,2662.5,19.14,Delivered,11,November,2025
O00756,C0076,P041,2025-11-29,14,0.2,6437.09,5081.86,1355.23,Cancelled,11,November,2025
O00757,C0289,P019,2025-11-23,5,0.1,3262.23,2228.65,1033.58,Delivered,11,November,2025
O00758,C0001,P022,2025-01-15,1,0.15,190.95,133.22,57.73,Delivered,1,January,2025
O00759,C0147,P005,2025-11-23,9,0.15,2095.34,1852.29,243.05,Delivered,11,November,2025
O00760,C0287,P002,2025-04-12,9,0.0,4478.31,3168.27,1310.04,Delivered,4,April,2025
O00761,C0142,P030,2025-08-14,9,0.1,4921.88,3402.09,1519.79,Delivered,8,August,2025
O00762,C0053,P047,2025-10-05,15,0.0,5035.35,3709.5,1325.85,Delivered,10,October,2025
O00763,C0069,P039,2025-04-23,11,0.1,4698.84,4210.58,488.26,Delivered,4,April,2025
O00764,C0090,P004,2025-01-01,8,0.0,1856.56,1300.48,556.08,Delivered,1,January,2025
O00765,C0220,P033,2025-09-23,13,0.0,7167.42,4363.06,2804.36,Delivered,9,September,2025
O00766,C0192,P013,2025-07-27,10,0.05,3323.58,2294.8,1028.78,Cancelled,7,July,2025
O00767,C0063,P020,2025-04-20,13,0.1,2884.87,2106.0,778.87,Delivered,4,April,2025
O00768,C0073,P007,2025-07-19,3,0.1,501.77,384.06,117.71,Delivered,7,July,2025
O00769,C0161,P015,2025-11-02,1,0.0,80.6,47.03,33.57,Delivered,11,November,2025
O00770,C0169,P023,2025-01-12,11,0.1,5056.03,3461.04,1594.99,Delivered,1,January,2025
O00771,C0089,P014,2025-12-11,12,0.0,3680.16,3016.2,663.96,Delivered,12,December,2025
O00772,C0176,P023,2025-07-07,12,0.1,5515.67,3775.68,1739.99,Delivered,7,July,2025
O00773,C0269,P019,2025-06-03,8,0.1,5219.57,3565.84,1653.73,Delivered,6,June,2025
O00774,C0073,P029,2025-11-30,7,0.1,3948.15,2940.35,1007.8,Delivered,11,November,2025
O00775,C0245,P020,2025-10-06,13,0.15,2724.6,2106.0,618.6,Delivered,10,October,2025
O00776,C0077,P029,2025-06-20,5,0.05,2976.78,2100.25,876.53,Delivered,6,June,2025
O00777,C0159,P024,2025-05-14,10,0.15,3671.91,3481.0,190.91,Delivered,5,May,2025
O00778,C0098,P018,2025-01-25,7,0.1,403.58,363.51,40.07,Delivered,1,January,2025
O00779,C0102,P010,2025-01-18,10,0.1,1834.47,1476.7,357.77,Delivered,1,January,2025
O00780,C0132,P041,2025-07-09,4,0.1,2069.06,1451.96,617.1,Delivered,7,July,2025
O00781,C0102,P008,2025-05-21,9,0.0,856.53,664.29,192.24,Delivered,5,May,2025
O00782,C0019,P026,2025-02-12,11,0.15,2738.05,2479.62,258.43,Delivered,2,February,2025
O00783,C0082,P029,2025-11-30,10,0.1,5640.21,4200.5,1439.71,Returned,11,November,2025
O00784,C0279,P010,2025-10-11,14,0.05,2710.94,2067.38,643.56,Delivered,10,October,2025
O00785,C0129,P017,2025-05-26,2,0.0,221.9,164.26,57.64,Delivered,5,May,2025
O00786,C0089,P002,2025-11-11,9,0.0,4478.31,3168.27,1310.04,Delivered,11,November,2025
O00787,C0213,P006,2025-11-15,9,0.2,2770.7,2166.57,604.13,Delivered,11,November,2025
O00788,C0143,P005,2025-04-02,5,0.15,1164.08,1029.05,135.03,Delivered,4,April,2025
O00789,C0065,P028,2025-06-28,11,0.0,2230.25,1905.97,324.28,Delivered,6,June,2025
O00790,C0076,P041,2025-02-25,1,0.05,546.0,362.99,183.01,Delivered,2,February,2025
O00791,C0199,P005,2025-06-04,7,0.1,1725.57,1440.67,284.9,Delivered,6,June,2025
O00792,C0143,P018,2025-06-09,10,0.15,544.51,519.3,25.21,Delivered,6,June,2025
O00793,C0093,P026,2025-04-21,10,0.0,2928.4,2254.2,674.2,Delivered,4,April,2025
O00794,C0224,P020,2025-05-17,4,0.0,986.28,648.0,338.28,Cancelled,5,May,2025
O00795,C0291,P041,2025-08-20,9,0.2,4138.13,3266.91,871.22,Delivered,8,August,2025
O00796,C0102,P049,2025-08-08,6,0.0,4045.92,2386.86,1659.06,Delivered,8,August,2025
O00797,C0267,P027,2025-03-09,13,0.0,4151.16,2600.39,1550.77,Delivered,3,March,2025
O00798,C0110,P049,2025-10-29,3,0.25,1517.22,1193.43,323.79,Delivered,10,October,2025
O00799,C0265,P012,2025-09-06,6,0.1,828.74,543.6,285.14,Delivered,9,September,2025
O00800,C0003,P007,2025-11-19,13,0.05,2295.12,1664.26,630.86,Delivered,11,November,2025
O00801,C0085,P003,2025-01-06,10,0.0,1438.0,1044.9,393.1,Delivered,1,January,2025
O00802,C0282,P010,2025-10-07,6,0.0,1222.98,886.02,336.96,Delivered,10,October,2025
O00803,C0117,P034,2025-04-04,5,0.0,2577.45,2118.95,458.5,Delivered,4,April,2025
O00804,C0221,P025,2025-09-26,2,0.2,595.04,556.3,38.74,Delivered,9,September,2025
O00805,C0154,P035,2025-07-16,10,0.1,1522.26,1020.2,502.06,Delivered,7,July,2025
O00806,C0153,P016,2025-01-25,10,0.15,2180.76,1680.6,500.16,Cancelled,1,January,2025
O00807,C0012,P002,2025-05-28,2,0.2,796.14,704.06,92.08,Delivered,5,May,2025
O00808,C0133,P024,2025-04-28,7,0.1,2721.54,2436.7,284.84,Delivered,4,April,2025
O00809,C0293,P010,2025-12-04,2,0.0,407.66,295.34,112.32,Delivered,12,December,2025
O00810,C0300,P038,2025-12-04,12,0.1,4733.42,3229.8,1503.62,Delivered,12,December,2025
O00811,C0228,P022,2025-03-07,6,0.2,1078.32,799.32,279.0,Delivered,3,March,2025
O00812,C0271,P026,2025-10-28,5,0.15,1244.57,1127.1,117.47,Delivered,10,October,2025
O00813,C0043,P043,2025-06-24,4,0.0,580.4,378.2,202.2,Returned,6,June,2025
O00814,C0021,P039,2025-11-15,7,0.15,2824.05,2679.46,144.59,Cancelled,11,November,2025
O00815,C0107,P027,2025-03-17,8,0.1,2299.1,1600.24,698.86,Delivered,3,March,2025
O00816,C0117,P029,2025-04-24,4,0.2,2005.41,1680.2,325.21,Cancelled,4,April,2025
O00817,C0124,P047,2025-04-21,1,0.0,335.69,247.3,88.39,Delivered,4,April,2025
O00818,C0281,P038,2025-09-06,1,0.1,394.45,269.15,125.3,Delivered,9,September,2025
O00819,C0292,P020,2025-07-22,1,0.2,197.26,162.0,35.26,Cancelled,7,July,2025
O00820,C0203,P027,2025-05-27,11,0.1,3161.27,2200.33,960.94,Delivered,5,May,2025
O00821,C0051,P041,2025-02-04,1,0.1,517.27,362.99,154.28,Returned,2,February,2025
O00822,C0271,P020,2025-11-05,5,0.0,1232.85,810.0,422.85,Delivered,11,November,2025
O00823,C0277,P044,2025-01-26,4,0.05,564.34,379.24,185.1,Delivered,1,January,2025
O00824,C0141,P019,2025-08-26,13,0.05,8953.01,5794.49,3158.52,Delivered,8,August,2025
O00825,C0275,P020,2025-01-14,14,0.2,2761.58,2268.0,493.58,Cancelled,1,January,2025
O00826,C0290,P035,2025-02-14,9,0.05,1446.15,918.18,527.97,Delivered,2,February,2025
O00827,C0052,P047,2025-08-04,15,0.1,4531.82,3709.5,822.32,Delivered,8,August,2025
O00828,C0027,P002,2025-08-21,3,0.15,1268.85,1056.09,212.76,Delivered,8,August,2025
O00829,C0157,P030,2025-07-12,14,0.0,8506.96,5292.14,3214.82,Delivered,7,July,2025
O00830,C0239,P034,2025-02-20,7,0.1,3247.59,2966.53,281.06,Delivered,2,February,2025
O00831,C0156,P022,2025-08-02,11,0.15,2100.48,1465.42,635.06,Delivered,8,August,2025
O00832,C0291,P003,2025-05-31,8,0.2,920.32,835.92,84.4,Delivered,5,May,2025
O00833,C0136,P006,2025-10-02,6,0.1,2078.03,1444.38,633.65,Delivered,10,October,2025
O00834,C0144,P015,2025-12-04,12,0.15,822.12,564.36,257.76,Delivered,12,December,2025
O00835,C0106,P027,2025-03-17,13,0.0,4151.16,2600.39,1550.77,Delivered,3,March,2025
O00836,C0158,P010,2025-08-08,10,0.2,1630.64,1476.7,153.94,Delivered,8,August,2025
O00837,C0146,P009,2025-12-14,13,0.0,6249.75,3698.63,2551.12,Delivered,12,December,2025
O00838,C0002,P033,2025-07-06,1,0.15,468.64,335.62,133.02,Returned,7,July,2025
O00839,C0077,P032,2025-10-16,8,0.05,801.65,622.64,179.01,Delivered,10,October,2025
O00840,C0132,P048,2025-01-28,15,0.2,2681.64,2662.5,19.14,Delivered,1,January,2025
O00841,C0090,P006,2025-06-29,10,0.15,3270.97,2407.3,863.67,Delivered,6,June,2025
